
Center of Homogeneous Mass
 ==================== 
Center of Homogeneous Mass X,Center of Homogeneous Mass Y,Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
49350.6,60818.1,21.14,um,Surface,Center of Homogeneous Mass,1,ATMgroup,0,
49302.1,60859.5,-21.9507,um,Surface,Center of Homogeneous Mass,1,TVCgroup,2,
