
Cell Distance to Image Border XYZ Img=1
 ==================== 
Cell Distance to Image Border XYZ,Unit,Category,Image,Time,Default Labels,ID,
10.1624,um,Cell,Image 1,1,ATM,0,
12.7029,um,Cell,Image 1,1,ATM,1,
12.7029,um,Cell,Image 1,1,ATM,2,
12.7029,um,Cell,Image 1,1,ATM,3,
8.46863,um,Cell,Image 1,1,TVC,4,
10.5234,um,Cell,Image 1,1,TVC,5,
8.0452,um,Cell,Image 1,1,TVC,6,
