
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,Default Labels,ID,
46319.4,30144.9,90.7305,um,Surface,Position,1,ATMgroup,2,
46371,30188.7,75.7547,um,Surface,Position,1,TVCgroup,0,
