
Cell Ellipticity (prolate)
 ==================== 
Cell Ellipticity (prolate),Unit,Category,Time,Default Labels,ID,
0.378267,,Cell,1,TVC,0,
0.489807,,Cell,1,TVC,1,
0.599743,,Cell,1,ATM,2,
0.259733,,Cell,1,TVC,3,
0.659578,,Cell,1,ATM,4,
0.320932,,Cell,1,TVC,5,
