
Cell Sphericity
 ==================== 
Cell Sphericity,Unit,Category,Time,Default Labels,ID,
0.558766,,Cell,1,TVC,0,
0.525051,,Cell,1,TVC,1,
0.489335,,Cell,1,ATM,2,
0.558444,,Cell,1,TVC,3,
0.31738,,Cell,1,ATM,4,
0.525074,,Cell,1,TVC,5,
