
Nucleus Generation
 ==================== 
Nucleus Generation,Unit,Category,Time,Default Labels,CellID,ID,
0,,Nucleus,1,ATM,3,100000003,
0,,Nucleus,1,ATM,4,100000004,
0,,Nucleus,1,TVC,6,100000006,
0,,Nucleus,1,TVC,7,100000007,
0,,Nucleus,1,TVC,8,100000008,
0,,Nucleus,1,TVC,9,100000009,
