
Cell Ellipsoid Axis Length A
 ==================== 
Cell Ellipsoid Axis Length A,Unit,Category,Time,Default Labels,ID,
4.56303,um,Cell,1,ATM,0,
7.37132,um,Cell,1,TVC,6,
7.41883,um,Cell,1,TVC,7,
6.05709,um,Cell,1,TVC,8,
