
Nucleus Distance from Position to Cell Membrane
 ==================== 
Nucleus Distance from Position to Cell Membrane,Unit,Category,Time,Default Labels,CellID,ID,
3.05289,um,Nucleus,1,TVC,4,100000004,
4.17464,um,Nucleus,1,TVC,5,100000005,
5.67436,um,Nucleus,1,TVC,6,100000006,
4.58462,um,Nucleus,1,TVC,7,100000007,
5.18929,um,Nucleus,1,ATM,8,100000008,
5.7503,um,Nucleus,1,ATM,9,100000009,
