
Cell Nucleus to Cytoplasm Volume Ratio
 ==================== 
Cell Nucleus to Cytoplasm Volume Ratio,Unit,Category,Time,Default Labels,ID,
0.131663,,Cell,1,TVC,1,
0.0996138,,Cell,1,TVC,2,
0.0728529,,Cell,1,ATM,3,
0.114036,,Cell,1,TVC,4,
0.104765,,Cell,1,TVC,5,
0.0382464,,Cell,1,ATM,6,
0.0555901,,Cell,1,ATM,7,
