
Cell Ellipsoid Axis Length A
 ==================== 
Cell Ellipsoid Axis Length A,Unit,Category,Time,Default Labels,ID,
6.59741,um,Cell,1,TVC,1,
4.73825,um,Cell,1,TVC,2,
5.75181,um,Cell,1,ATM,3,
5.81386,um,Cell,1,TVC,4,
6.43203,um,Cell,1,TVC,5,
6.16221,um,Cell,1,ATM,6,
5.60979,um,Cell,1,ATM,7,
