
Cell Ellipsoid Axis Length B
 ==================== 
Cell Ellipsoid Axis Length B,Unit,Category,Time,Default Labels,ID,
7.83246,um,Cell,1,TVC,1,
11.0551,um,Cell,1,TVC,2,
8.40306,um,Cell,1,TVC,3,
9.96695,um,Cell,1,TVC,4,
11.7151,um,Cell,1,ATM,5,
11.3001,um,Cell,1,ATM,6,
