
Cell Center of Homogeneous Mass
 ==================== 
Cell Center of Homogeneous Mass X,Cell Center of Homogeneous Mass Y,Cell Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
36725.9,92173.3,175.093,um,Cell,Cell Center of Homogeneous Mass,1,ATM,1,
36706.2,92151.6,184.786,um,Cell,Cell Center of Homogeneous Mass,1,ATM,4,
36707.4,92095.5,172.295,um,Cell,Cell Center of Homogeneous Mass,1,TVC,0,
36710.6,92108,173.041,um,Cell,Cell Center of Homogeneous Mass,1,TVC,2,
36710.9,92113.2,183.494,um,Cell,Cell Center of Homogeneous Mass,1,TVC,3,
36705.2,92090.3,184.93,um,Cell,Cell Center of Homogeneous Mass,1,TVC,5,
36707.5,92101.6,186.978,um,Cell,Cell Center of Homogeneous Mass,1,TVC,6,
36707.2,92122.5,191.31,um,Cell,Cell Center of Homogeneous Mass,1,TVC,7,
