
Nucleus Ellipticity (prolate)
 ==================== 
Nucleus Ellipticity (prolate),Unit,Category,Time,Default Labels,CellID,ID,
0.671727,,Nucleus,1,TVC,0,100000000,
0.520638,,Nucleus,1,ATM,1,100000001,
0.432593,,Nucleus,1,TVC,2,100000002,
0.578266,,Nucleus,1,TVC,3,100000003,
0.706209,,Nucleus,1,ATM,4,100000004,
0.566838,,Nucleus,1,TVC,5,100000005,
0.49439,,Nucleus,1,TVC,6,100000006,
0.600577,,Nucleus,1,TVC,7,100000007,
