
Nucleus Sphericity
 ==================== 
Nucleus Sphericity,Unit,Category,Time,Default Labels,CellID,ID,
0.601247,,Nucleus,1,ATM,2,100000002,
0.595804,,Nucleus,1,ATM,3,100000003,
0.549074,,Nucleus,1,TVC,5,100000005,
0.602949,,Nucleus,1,TVC,6,100000006,
0.588474,,Nucleus,1,TVC,7,100000007,
0.570483,,Nucleus,1,TVC,8,100000008,
