
Ellipsoid Axis Length C
 ==================== 
Ellipsoid Axis Length C,Unit,Category,Time,Default Labels,ID,
52.2017,um,Surface,1,ATMgroup,0,
17.313,um,Surface,1,TVCgroup,2,
