
Ellipsoid Axis Length C
 ==================== 
Ellipsoid Axis Length C,Unit,Category,Time,Default Labels,ID,
64.0074,um,Surface,1,ATMgroup,0,
20.1559,um,Surface,1,TVCgroup,2,
