
Nucleus Ellipsoid Axis Length A
 ==================== 
Nucleus Ellipsoid Axis Length A,Unit,Category,Time,Default Labels,CellID,ID,
2.55842,um,Nucleus,1,TVC,2,100000001,
2.90994,um,Nucleus,1,TVC,3,100000002,
2.00693,um,Nucleus,1,TVC,4,100000003,
2.82967,um,Nucleus,1,TVC,5,100000004,
3.50484,um,Nucleus,1,ATM,7,100000006,
3.56172,um,Nucleus,1,ATM,8,100000007,
