
Cell Area
 ==================== 
Cell Area,Unit,Category,Time,Default Labels,ID,
1683.34,um^2,Cell,1,TVC,2,
3156.12,um^2,Cell,1,TVC,3,
1361.07,um^2,Cell,1,TVC,4,
2780.47,um^2,Cell,1,TVC,5,
5687.86,um^2,Cell,1,ATM,7,
6498.01,um^2,Cell,1,ATM,8,
