
Cell Ellipticity (oblate)
 ==================== 
Cell Ellipticity (oblate),Unit,Category,Time,Default Labels,ID,
0.529763,,Cell,1,ATM,1,
0.385638,,Cell,1,ATM,2,
0.499671,,Cell,1,TVC,5,
0.313693,,Cell,1,TVC,6,
0.401644,,Cell,1,TVC,7,
0.412435,,Cell,1,TVC,8,
