
Cell Cytoplasm Area
 ==================== 
Cell Cytoplasm Area,Unit,Category,Time,Default Labels,ID,
1448.73,um^2,Cell,1,TVC,0,
1013.92,um^2,Cell,1,TVC,1,
1445,um^2,Cell,1,TVC,2,
907.008,um^2,Cell,1,TVC,3,
3436.44,um^2,Cell,1,ATM,4,
3351.62,um^2,Cell,1,ATM,5,
