
Cell Center of Image Mass Ch=2 Img=1
 ==================== 
Cell Center of Image Mass X,Cell Center of Image Mass Y,Cell Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
30555.1,71865.2,-14.019,um,Cell,2,Cell Center of Image Mass,Image 1,1,ATM,10,
30580.9,71887.1,-9.8811,um,Cell,2,Cell Center of Image Mass,Image 1,1,ATM,11,
30534.9,71810,-58.4874,um,Cell,2,Cell Center of Image Mass,Image 1,1,TVC,3,
30540,71802.5,-55.976,um,Cell,2,Cell Center of Image Mass,Image 1,1,TVC,4,
30547.6,71812.2,-51.753,um,Cell,2,Cell Center of Image Mass,Image 1,1,TVC,6,
30538.2,71818.8,-53.2633,um,Cell,2,Cell Center of Image Mass,Image 1,1,TVC,7,
