
Nucleus BoundingBoxOO Length
 ==================== 
Nucleus BoundingBoxOO Length A,Nucleus BoundingBoxOO Length B,Nucleus BoundingBoxOO Length C,Unit,Category,Collection,Time,Default Labels,CellID,ID,
9.60697,10.5364,12.6148,um,Nucleus,Nucleus BoundingBoxOO Length,1,ATM,8,100000004,
7.16133,12.3806,15.0001,um,Nucleus,Nucleus BoundingBoxOO Length,1,ATM,9,100000005,
5.85491,7.08431,8.56724,um,Nucleus,Nucleus BoundingBoxOO Length,1,TVC,4,100000000,
4.89857,6.82788,8.82385,um,Nucleus,Nucleus BoundingBoxOO Length,1,TVC,5,100000001,
6.7346,7.41641,8.47747,um,Nucleus,Nucleus BoundingBoxOO Length,1,TVC,6,100000002,
6.66274,9.05196,10.0986,um,Nucleus,Nucleus BoundingBoxOO Length,1,TVC,7,100000003,
