
Center of Image Mass Ch=1 Img=1
 ==================== 
Center of Image Mass X,Center of Image Mass Y,Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
34859.7,40419.3,28.0219,um,Surface,1,Center of Image Mass,Image 1,1,ATMgroup,4,
34889,40474.5,24.9696,um,Surface,1,Center of Image Mass,Image 1,1,TVCgroup,0,
