
Ellipsoid Axis A
 ==================== 
Ellipsoid Axis A X,Ellipsoid Axis A Y,Ellipsoid Axis A Z,Unit,Category,Collection,Time,Default Labels,ID,
-0.252612,0.949014,-0.188571,um,Surface,Ellipsoid Axis A,1,ATMgroup,4,
0.041286,0.526372,0.849252,um,Surface,Ellipsoid Axis A,1,TVCgroup,0,
