
Nucleus Distance from Position to Cell Membrane
 ==================== 
Nucleus Distance from Position to Cell Membrane,Unit,Category,Time,Default Labels,CellID,ID,
2.68969,um,Nucleus,1,TVC,3,100000003,
2.82516,um,Nucleus,1,TVC,6,100000006,
4.67161,um,Nucleus,1,TVC,7,100000007,
6.22456,um,Nucleus,1,ATM,9,100000009,
5.26021,um,Nucleus,1,TVC,10,100000010,
4.9,um,Nucleus,1,ATM,11,100000011,
