
Nucleus Ellipticity (prolate)
 ==================== 
Nucleus Ellipticity (prolate),Unit,Category,Time,Default Labels,CellID,ID,
0.561794,,Nucleus,1,TVC,3,100000003,
0.476855,,Nucleus,1,TVC,6,100000006,
0.346674,,Nucleus,1,TVC,7,100000007,
0.568129,,Nucleus,1,ATM,9,100000009,
0.627645,,Nucleus,1,TVC,10,100000010,
0.326037,,Nucleus,1,ATM,11,100000011,
