
Ellipsoid Axis Length C
 ==================== 
Ellipsoid Axis Length C,Unit,Category,Time,Default Labels,ID,
57.7216,um,Surface,1,ATMgroup,0,
16.0899,um,Surface,1,TVCgroup,1,
