
Ellipsoid Axis A
 ==================== 
Ellipsoid Axis A X,Ellipsoid Axis A Y,Ellipsoid Axis A Z,Unit,Category,Collection,Time,Default Labels,ID,
0.691084,-0.626843,0.359821,um,Surface,Ellipsoid Axis A,1,ATM,0,
0.0142806,-0.985537,0.16886,um,Surface,Ellipsoid Axis A,1,TVCgroup,1,
