
Ellipsoid Axis Length B
 ==================== 
Ellipsoid Axis Length B,Unit,Category,Time,Default Labels,ID,
15.9912,um,Surface,1,TVCgroup,0,
10.2844,um,Surface,1,ATMgroup,4,
