
Cell Nucleus to Cytoplasm Volume Ratio
 ==================== 
Cell Nucleus to Cytoplasm Volume Ratio,Unit,Category,Time,Default Labels,ID,
0.248599,,Cell,1,TVC,0,
0.144335,,Cell,1,TVC,1,
0.135011,,Cell,1,TVC,2,
0.13958,,Cell,1,TVC,3,
0.118686,,Cell,1,ATM,4,
0.117701,,Cell,1,ATM,5,
