
Nucleus Ellipsoid Axis Length B
 ==================== 
Nucleus Ellipsoid Axis Length B,Unit,Category,Time,Default Labels,CellID,ID,
2.67343,um,Nucleus,1,TVC,0,100000000,
3.80902,um,Nucleus,1,TVC,1,100000001,
2.97495,um,Nucleus,1,TVC,2,100000002,
3.69681,um,Nucleus,1,TVC,3,100000003,
4.38556,um,Nucleus,1,ATM,4,100000004,
4.5583,um,Nucleus,1,ATM,5,100000005,
