
Ellipsoid Axis C
 ==================== 
Ellipsoid Axis C X,Ellipsoid Axis C Y,Ellipsoid Axis C Z,Unit,Category,Collection,Time,Default Labels,ID,
-0.254647,-0.960699,-0.110514,um,Surface,Ellipsoid Axis C,1,ATMgroup,0,
0.690848,0.00215553,-0.722996,um,Surface,Ellipsoid Axis C,1,TVCgroup,1,
