
Ellipsoid Axis Length A
 ==================== 
Ellipsoid Axis Length A,Unit,Category,Time,Default Labels,ID,
6.72383,um,Surface,1,TVCgroup,0,
7.54746,um,Surface,1,ATMgroup,4,
