
Center of Image Mass Ch=2 Img=1
 ==================== 
Center of Image Mass X,Center of Image Mass Y,Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
37651.4,59848.4,-27.0644,um,Surface,2,Center of Image Mass,Image 1,1,ATMgroup,4,
37606,59909.6,-42.8956,um,Surface,2,Center of Image Mass,Image 1,1,TVCgroup,0,
