
Ellipsoid Axis A
 ==================== 
Ellipsoid Axis A X,Ellipsoid Axis A Y,Ellipsoid Axis A Z,Unit,Category,Collection,Time,Default Labels,ID,
0.688195,0.689993,-0.224271,um,Surface,Ellipsoid Axis A,1,ATMgroup,4,
0.116971,0.221629,0.96809,um,Surface,Ellipsoid Axis A,1,TVCgroup,0,
