
Ellipsoid Axis A
 ==================== 
Ellipsoid Axis A X,Ellipsoid Axis A Y,Ellipsoid Axis A Z,Unit,Category,Collection,Time,Default Labels,ID,
0.52022,0.795975,0.309506,um,Surface,Ellipsoid Axis A,1,ATM,0,
-0.920507,0.120248,-0.371762,um,Surface,Ellipsoid Axis A,1,TVCgroup,1,
