
Ellipsoid Axis A
 ==================== 
Ellipsoid Axis A X,Ellipsoid Axis A Y,Ellipsoid Axis A Z,Unit,Category,Collection,Time,Default Labels,ID,
0.636588,-0.00689931,-0.771173,um,Surface,Ellipsoid Axis A,1,ATM,6,
-0.193171,-0.559979,-0.805673,um,Surface,Ellipsoid Axis A,1,TVCgroup,0,
