
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,Default Labels,ID,
32602.9,44044.1,109.333,um,Surface,Position,1,ATMgroup,0,
32626,43976.3,93.7383,um,Surface,Position,1,TVCgroup,2,
