
Cell Volume
 ==================== 
Cell Volume,Unit,Category,Time,Default Labels,ID,
1950.77,um^3,Cell,1,TVC,0,
2451.29,um^3,Cell,1,TVC,1,
1908.42,um^3,Cell,1,ATM,2,
3098.53,um^3,Cell,1,ATM,3,
