
Nucleus Position
 ==================== 
Nucleus Position X,Nucleus Position Y,Nucleus Position Z,Unit,Category,Collection,Time,Default Labels,CellID,ID,
47536.6,38116.2,162.056,um,Nucleus,Nucleus Position,1,ATM,2,100000002,
47514.3,38138.8,163.065,um,Nucleus,Nucleus Position,1,ATM,3,100000003,
47528.5,38067.1,146.954,um,Nucleus,Nucleus Position,1,TVC,0,100000000,
47527.3,38074.5,148.889,um,Nucleus,Nucleus Position,1,TVC,1,100000001,
