
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,Default Labels,ID,
33680.5,79316.9,-113.694,um,Surface,Position,1,ATMgroup,0,
33614.8,79355.6,-97.8223,um,Surface,Position,1,TVCgroup,1,
