
Ellipsoid Axis Length A
 ==================== 
Ellipsoid Axis Length A,Unit,Category,Time,Default Labels,ID,
7.98751,um,Surface,1,ATMgroup,0,
6.09952,um,Surface,1,TVCgroup,2,
