
Center of Homogeneous Mass
 ==================== 
Center of Homogeneous Mass X,Center of Homogeneous Mass Y,Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
45600.8,47757.2,9.91627,um,Surface,Center of Homogeneous Mass,1,ATMgroup,4,
45648.3,47723.2,49.0521,um,Surface,Center of Homogeneous Mass,1,TVCgroup,0,
