
Cell Ellipticity (prolate)
 ==================== 
Cell Ellipticity (prolate),Unit,Category,Time,Default Labels,ID,
0.264623,,Cell,1,ATM,0,
0.307262,,Cell,1,ATM,1,
0.398733,,Cell,1,TVC,2,
0.215767,,Cell,1,TVC,3,
0.374432,,Cell,1,TVC,4,
0.303833,,Cell,1,TVC,5,
