
Cell Sphericity
 ==================== 
Cell Sphericity,Unit,Category,Time,Default Labels,ID,
0.503235,,Cell,1,TVC,0,
0.502631,,Cell,1,TVC,1,
0.470419,,Cell,1,ATM,2,
0.448409,,Cell,1,TVC,3,
0.419878,,Cell,1,TVC,4,
0.466796,,Cell,1,ATM,5,
