
Cell Ellipticity (oblate)
 ==================== 
Cell Ellipticity (oblate),Unit,Category,Time,Default Labels,ID,
0.329495,,Cell,1,ATM,0,
0.356685,,Cell,1,ATM,1,
0.167457,,Cell,1,ATM,2,
0.327562,,Cell,1,TVC,5,
0.288948,,Cell,1,TVC,6,
0.478402,,Cell,1,TVC,7,
0.440723,,Cell,1,TVC,8,
