
Nucleus Ellipticity (oblate)
 ==================== 
Nucleus Ellipticity (oblate),Unit,Category,Time,Default Labels,CellID,ID,
0.301185,,Nucleus,1,TVC,0,100000000,
0.300248,,Nucleus,1,TVC,1,100000001,
0.456405,,Nucleus,1,TVC,3,100000003,
0.383829,,Nucleus,1,TVC,6,100000006,
0.577035,,Nucleus,1,ATM,8,100000008,
0.651617,,Nucleus,1,ATM,9,100000009,
