
Ellipsoid Axis Length B
 ==================== 
Ellipsoid Axis Length B,Unit,Category,Time,Default Labels,ID,
13.0529,um,Surface,1,ATMgroup,0,
12.0978,um,Surface,1,TVCgroup,2,
