
Nucleus Ellipticity (oblate)
 ==================== 
Nucleus Ellipticity (oblate),Unit,Category,Time,Default Labels,CellID,ID,
0.295983,,Nucleus,1,TVC,0,100000000,
0.530456,,Nucleus,1,TVC,2,100000002,
0.289134,,Nucleus,1,TVC,4,100000004,
0.438114,,Nucleus,1,TVC,5,100000005,
0.350658,,Nucleus,1,ATM,8,100000008,
0.547019,,Nucleus,1,ATM,11,100000011,
