
Cell Center of Homogeneous Mass
 ==================== 
Cell Center of Homogeneous Mass X,Cell Center of Homogeneous Mass Y,Cell Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
33719.7,39419.4,36.2837,um,Cell,Cell Center of Homogeneous Mass,1,ATM,5,
33706.4,39453.8,41.7511,um,Cell,Cell Center of Homogeneous Mass,1,ATM,6,
33655.5,39496.2,0.159132,um,Cell,Cell Center of Homogeneous Mass,1,TVC,1,
33639,39490.6,5.55648,um,Cell,Cell Center of Homogeneous Mass,1,TVC,2,
33661,39490.2,5.57652,um,Cell,Cell Center of Homogeneous Mass,1,TVC,3,
33648.2,39486.1,7.19273,um,Cell,Cell Center of Homogeneous Mass,1,TVC,4,
