
Cell Ellipsoid Axis Length B
 ==================== 
Cell Ellipsoid Axis Length B,Unit,Category,Time,Default Labels,ID,
6.40526,um,Cell,1,TVC,1,
8.98631,um,Cell,1,TVC,2,
6.70471,um,Cell,1,TVC,3,
8.28306,um,Cell,1,TVC,4,
9.69919,um,Cell,1,ATM,5,
9.82873,um,Cell,1,ATM,6,
