
Ellipsoid Axis Length B
 ==================== 
Ellipsoid Axis Length B,Unit,Category,Time,Default Labels,ID,
9.67585,um,Surface,1,ATMgroup,0,
9.744,um,Surface,1,TVCgroup,2,
