
Center of Homogeneous Mass
 ==================== 
Center of Homogeneous Mass X,Center of Homogeneous Mass Y,Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
36496.5,68042.1,-8.30797,um,Surface,Center of Homogeneous Mass,1,ATMgroup,4,
36531.6,68087.3,16.5338,um,Surface,Center of Homogeneous Mass,1,TVCgroup,0,
