
Ellipsoid Axis B
 ==================== 
Ellipsoid Axis B X,Ellipsoid Axis B Y,Ellipsoid Axis B Z,Unit,Category,Collection,Time,Default Labels,ID,
-0.702791,0.286918,-0.65097,um,Surface,Ellipsoid Axis B,1,ATMgroup,4,
0.329141,0.907153,0.262182,um,Surface,Ellipsoid Axis B,1,TVCgroup,0,
