
Nucleus Relative To Cell Position
 ==================== 
Nucleus Relative To Cell Position X,Nucleus Relative To Cell Position Y,Nucleus Relative To Cell Position Z,Unit,Category,Collection,Time,Default Labels,CellID,ID,
-2.81641,3.21875,-0.109211,um,Nucleus,Nucleus Relative To Cell Position,1,ATM,8,100000008,
1.33203,-5.82422,-0.331367,um,Nucleus,Nucleus Relative To Cell Position,1,ATM,9,100000009,
0.792969,0.710938,-0.00371933,um,Nucleus,Nucleus Relative To Cell Position,1,TVC,1,100000001,
-3.27734,0.917969,-1.65993,um,Nucleus,Nucleus Relative To Cell Position,1,TVC,2,100000002,
-1.05469,0.105469,-1.07228,um,Nucleus,Nucleus Relative To Cell Position,1,TVC,5,100000005,
