
Center of Homogeneous Mass
 ==================== 
Center of Homogeneous Mass X,Center of Homogeneous Mass Y,Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
117.64,84.4369,-34.6192,um,Surface,Center of Homogeneous Mass,1,ATM,0,
48.8958,86.6762,6.81236,um,Surface,Center of Homogeneous Mass,1,TVCgroup,1,
