
Center of Homogeneous Mass
 ==================== 
Center of Homogeneous Mass X,Center of Homogeneous Mass Y,Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
43931.8,58775.6,63.0329,um,Surface,Center of Homogeneous Mass,1,ATMgroup,0,
43915.6,58751.1,31.5657,um,Surface,Center of Homogeneous Mass,1,TVCgroup,3,
