
BoundingBoxOO Length
 ==================== 
BoundingBoxOO Length A,BoundingBoxOO Length B,BoundingBoxOO Length C,Unit,Category,Collection,Time,Default Labels,ID,
18.9229,32.3984,100.709,um,Surface,BoundingBoxOO Length,1,ATMgroup,4,
14.8652,24.9512,43.5313,um,Surface,BoundingBoxOO Length,1,TVCgroup,0,
