
Cell Sphericity
 ==================== 
Cell Sphericity,Unit,Category,Time,Default Labels,ID,
0.481879,,Cell,1,TVC,5,
0.470256,,Cell,1,TVC,6,
0.562378,,Cell,1,TVC,7,
0.466455,,Cell,1,ATM,8,
0.481067,,Cell,1,ATM,11,
0.447677,,Cell,1,ATM,12,
