
Ellipsoid Axis Length C
 ==================== 
Ellipsoid Axis Length C,Unit,Category,Time,Default Labels,ID,
19.2936,um,Surface,1,TVCgroup,0,
48.2287,um,Surface,1,ATMgroup,3,
