
Center of Homogeneous Mass
 ==================== 
Center of Homogeneous Mass X,Center of Homogeneous Mass Y,Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
44151.8,78008,133.279,um,Surface,Center of Homogeneous Mass,1,ATMgroup,0,
44074.3,77925.7,117.709,um,Surface,Center of Homogeneous Mass,1,TVCgroup,2,
