
Cell Distance to Image Border XY Img=1
 ==================== 
Cell Distance to Image Border XY,Unit,Category,Image,Time,Default Labels,ID,
32.1992,um,Cell,Image 1,1,TVC,2,
43.8555,um,Cell,Image 1,1,TVC,4,
36.4766,um,Cell,Image 1,1,TVC,5,
45.3086,um,Cell,Image 1,1,TVC,6,
22.2109,um,Cell,Image 1,1,ATM,10,
37.3047,um,Cell,Image 1,1,ATM,12,
