
Nucleus Ellipsoid Axis C
 ==================== 
Nucleus Ellipsoid Axis C X,Nucleus Ellipsoid Axis C Y,Nucleus Ellipsoid Axis C Z,Unit,Category,Collection,Time,Default Labels,CellID,ID,
-0.237978,0.26611,0.934105,um,Nucleus,Nucleus Ellipsoid Axis C,1,ATM,8,100000008,
-0.626872,0.634769,0.451774,um,Nucleus,Nucleus Ellipsoid Axis C,1,ATM,9,100000009,
-0.100625,0.0204751,0.994714,um,Nucleus,Nucleus Ellipsoid Axis C,1,TVC,0,100000000,
-0.275614,-0.0109234,0.961206,um,Nucleus,Nucleus Ellipsoid Axis C,1,TVC,2,100000002,
0.0360037,0.123634,0.991675,um,Nucleus,Nucleus Ellipsoid Axis C,1,TVC,4,100000004,
-0.236631,-0.234313,-0.942923,um,Nucleus,Nucleus Ellipsoid Axis C,1,TVC,5,100000005,
