
Nucleus Ellipsoid Axis Length A
 ==================== 
Nucleus Ellipsoid Axis Length A,Unit,Category,Time,Default Labels,CellID,ID,
2.57892,um,Nucleus,1,ATM,0,100000000,
2.52688,um,Nucleus,1,ATM,1,100000001,
2.75951,um,Nucleus,1,TVC,2,100000002,
2.01843,um,Nucleus,1,TVC,3,100000003,
2.66395,um,Nucleus,1,TVC,4,100000004,
1.68774,um,Nucleus,1,TVC,5,100000005,
2.88115,um,Nucleus,1,TVC,6,100000006,
2.00157,um,Nucleus,1,TVC,7,100000007,
